"Date","Product_ID","Unit","Stock","Min_stock_level","Closing_Stock","Product_Name"
"8/1/2025","P-0136","szt.","106","66","100","Makita Tools Model 634"
"8/1/2025","P-0137","szt.","113","52","109","Asus Laptops Model 998"
"8/1/2025","P-0138","op.","187","53","180","Xerox Paper Model 217"
"8/1/2025","P-0139","szt.","123","2","115","Wurth Screws Model 872"
"8/1/2025","P-0140","szt.","143","43","142","HP Toner 893"
"8/1/2025","P-0141","szt.","107","45","21468","LG Monitors 766"
"8/1/2025","P-0142","szt.","188","52","182","Gates Engine parts Model 699"
"8/1/2025","P-0143","szt.","124","86","122","Xerox Toner Model 502"
"8/1/2025","P-0144","L","852","163","809","Shell Oils 259L"
"8/1/2025","P-0145","szt.","271","15","251","ABB Motors Model 367"
"8/1/2025","P-0146","szt.","236","33","222","IKEA Office chairs 642"
"8/1/2025","P-0147","szt.","106","1","103","BIC Pens 969"
"8/1/2025","P-0148","szt.","149","52","142","REX Screws Model 462"
"8/1/2025","P-0149","szt.","315","104","304","Helly Hansen Workwear 802"
"8/1/2025","P-0150","szt.","60","35","125","Dell Laptops Model 717"
"8/1/2025","P-0151","szt.","342","120","331","Portwest Workwear 229"
"8/1/2025","P-0152","szt.","207","35","196","DeWalt Tools 121"
"8/1/2025","P-0153","szt.","-4","65","122","Makita Tools Model 626"
"8/1/2025","P-0154","szt.","292","103","284","Portwest Workwear Model 180"
"8/1/2025","P-0155","szt.","61","13","56","ABB Motors Model 536"
"8/1/2025","P-0156","szt.","149","92","141","Milwaukee Tools 450"
"8/1/2025","P-0157","L","1006","136","930","Shell Oils 971L"
"8/1/2025","P-0158","licencja","240","62","237","Microsoft Software 934"
"8/1/2025","P-0159","szt.","122","64","116","Nowy Styl Office chairs Model 309"
"8/1/2025","P-0160","szt.","212","135","204","Honeywell Safety glasses Model 389"
"8/1/2025","P-0161","szt.","242","46","233","Mahle Filters Model 612"
"8/1/2025","P-0162","szt.","150","134","147","HP Laptops Model 453"
"8/1/2025","P-0163","szt.","95","13","120","HP Toner 779"
"8/1/2025","P-0164","szt.","141","102","249","Bosch Filters Model 838"
"8/1/2025","P-0165","szt.","197","44","190","LG Monitors 668"
"8/1/2025","P-0166","para","117","54","112","Uvex Gloves Model 123"
"8/1/2025","P-0167","szt.","114","3","112","Profim Office chairs 367"
"8/1/2025","P-0168","szt.","183","22","178","Dell Monitors 143"
"8/1/2025","P-0169","szt.","311","75","289","SICK Sensors Model 536"
"8/1/2025","P-0170","szt.","95","75","92","DeWalt Tools 112"
"8/1/2025","P-0171","L","268","230","258","Castrol Oils 702L"
"8/1/2025","P-0172","szt.","289","14","281","HP Toner 159"
"8/1/2025","P-0173","L","1021","161","963","Total Oils 428L"
"8/1/2025","P-0174","szt.","240","75","227","Makita Tools Model 673"
"8/1/2025","P-0175","szt.","72","48","71","Xerox Toner 830"
"8/1/2025","P-0176","szt.","44","43","120","IKEA Office chairs 857"
"8/1/2025","P-0177","szt.","98","94","97","Portwest Workwear Model 185"
"8/1/2025","P-0178","szt.","378","100","357","Milwaukee Tools Model 960"
"8/1/2025","P-0179","szt.","183","33","176","Canon Printers 347"
"8/1/2025","P-0180","op.","205","22","200","Xerox Paper Model 793"
"8/1/2025","P-0181","szt.","186","68","181","LG Monitors 907"
"8/1/2025","P-0182","L","370","272","353","Castrol Oils 265L"
"8/1/2025","P-0183","op.","140","39","201","Papyrus Paper Model 764"
"8/1/2025","P-0184","para","192","14","182","Honeywell Gloves Model 753"
"8/1/2025","P-0185","L","1883","299","1804","Shell Oils 837L"
"8/1/2025","P-0186","szt.","173","48","164","Siemens Motors 526"
"8/1/2025","P-0187","para","347","114","330","Ansell Gloves Model 531"
"8/1/2025","P-0188","szt.","165","56","154","Wurth Screws 342"
"8/1/2025","P-0189","szt.","93","31","87","Makita Tools Model 693"
"8/1/2025","P-0190","szt.","124","2","118","REX Screws 598"
"8/1/2025","P-0191","szt.","385","73","376","HP Toner 902"
"8/1/2025","P-0192","szt.","120","13","116","Dell Laptops 950"
"8/1/2025","P-0193","szt.","467","138","444","Siemens Motors 871"
"8/1/2025","P-0194","szt.","284","123","265","ABB Motors 403"
"8/1/2025","P-0195","szt.","247","19","238","Uvex Safety glasses 971"
"8/1/2025","P-0196","L","305","163","282","Castrol Oils 371L"
"8/1/2025","P-0197","op.","116","40","112","Navigator Paper Model 100"
"8/1/2025","P-0198","szt.","99","35","89","WEG Motors Model 250"
"8/1/2025","P-0199","L","429","66","403","Shell Oils 872L"
"8/1/2025","P-0200","szt.","109","44","106","Samsung Monitors Model 719"
"8/1/2025","P-0201","szt.","113","88","108","Petzl Helmets 833"
"8/1/2025","P-0202","szt.","279","64","274","Nowy Styl Office chairs 612"
"8/1/2025","P-0203","szt.","253","107","235","NTN Bearings 209"
"8/1/2025","P-0204","szt.","279","68","271","Honeywell Safety glasses 178"
"8/1/2025","P-0205","szt.","197","24","185","Siemens Sensors 598"
"8/1/2025","P-0206","szt.","214","177","209","Uvex Safety glasses 886"
"8/1/2025","P-0207","szt.","312","11","290","NTN Bearings 636"
"8/1/2025","P-0208","op.","21","6","60","Navigator Paper 40 op."
"8/1/2025","P-0209","szt.","42","5","40","Xerox Toner 115"
"8/1/2025","P-0210","szt.","104","13","98","Bosch Filters Model 644"
"8/1/2025","P-0211","szt.","208","29","200","Brother Printers 353"
"8/1/2025","P-0212","szt.","312","49","300","WEG Motors Model 175"
"8/1/2025","P-0213","szt.","142","61","132","Bosch Filters 747"
"8/1/2025","P-0214","szt.","221","102","216","BIC Pens 568"
"8/1/2025","P-0215","licencja","156","11","152","Microsoft Software 204"
"8/1/2025","P-0216","szt.","167","62","151","Bosch Tools 540"
"8/1/2025","P-0217","licencja","266","34","304","Microsoft Software Model 547"
"8/1/2025","P-0218","szt.","91","39","90","Dell Monitors 692"
"8/1/2025","P-0219","szt.","296","53","288","Petzl Helmets Model 991"
"8/1/2025","P-0220","L","500","374","470","Castrol Oils 610L"
"8/1/2025","P-0221","szt.","194","40","186","Mahle Filters 429"
"8/1/2025","P-0222","szt.","87","55","83","Wurth Screws Model 983"
"8/1/2025","P-0223","szt.","140","8","134","Mann Filters Model 631"
"8/1/2025","P-0224","szt.","136","72","129","Mann Filters Model 604"
"8/1/2025","P-0225","szt.","408","28","398","BIC Pens 830"
"8/1/2025","P-0226","szt.","153","14","138","Milwaukee Tools 168"
"8/1/2025","P-0227","szt.","110","66","106","HP Toner Model 179"
"8/1/2025","P-0228","L","173","107","161","Shell Oils 725L"
"8/1/2025","P-0229","szt.","68","8","65","Stabilo Pens 452"
"8/1/2025","P-0230","szt.","246","20","224","Valeo Engine parts 382"
"8/1/2025","P-0231","szt.","180","76","175","Helly Hansen Workwear Model 379"
"8/1/2025","P-0232","op.","145","68","260","Xerox Paper Model 662"
"8/1/2025","P-0233","szt.","227","23","218","BIC Pens Model 395"
"8/1/2025","P-0234","licencja","129","37","198","Microsoft Software 771"
"8/1/2025","P-0235","szt.","298","73","288","Brother Printers 970"
"8/1/2025","P-0236","szt.","127","53","117","Brother Printers Model 421"
"8/1/2025","P-0237","szt.","80","21","79","Nowy Styl Office chairs Model 858"
"8/1/2025","P-0238","szt.","164","29","151","SICK Sensors Model 476"
"8/1/2025","P-0239","szt.","201","13","192","ABB Motors Model 115"
"8/1/2025","P-0240","szt.","199","28","192","Uvex Safety glasses Model 206"
"8/1/2025","P-0241","szt.","300","110","278","FAG Bearings 183"
"8/1/2025","P-0242","szt.","108","39","104","3M Safety glasses Model 346"
"8/1/2025","P-0243","szt.","278","53","267","SICK Sensors Model 802"
"8/1/2025","P-0244","L","60","34","58","Mobil Oils 983L"
"8/1/2025","P-0245","szt.","258","55","251","Xerox Toner Model 174"
"8/1/2025","P-0246","op.","139","24","191","Navigator Paper Model 853"
"8/1/2025","P-0247","L","632","75","593","Castrol Oils 668L"
"8/1/2025","P-0248","L","764","240","723","Castrol Oils 808L"
"8/1/2025","P-0249","szt.","730","142","698","Brother Toner Model 775"
"8/1/2025","P-0250","szt.","376","110","365","Nowy Styl Office chairs 162"
"8/1/2025","P-0251","para","190","20","178","Honeywell Gloves Model 191"
"8/1/2025","P-0252","szt.","44","20","84","Ardon Workwear 822"
"8/1/2025","P-0253","szt.","165","61","155","Pepperl+Fuchs Sensors 814"
"8/1/2025","P-0254","szt.","74","30","73","Samsung Monitors Model 878"
"8/1/2025","P-0255","szt.","238","118","226","LG Monitors 764"
"8/1/2025","P-0256","szt.","121","25","158","Gates Engine parts 932"
"8/1/2025","P-0257","szt.","298","99","277","Milwaukee Tools 173"
"8/1/2025","P-0258","szt.","387","6","376","IKEA Office chairs 451"
"8/1/2025","P-0259","szt.","83","74","81","3M Safety glasses 288"
"8/1/2025","P-0260","L","370","178","356","Mobil Oils 304L"
"8/1/2025","P-0261","szt.","58","1","55","Sachs Engine parts Model 290"
"8/1/2025","P-0262","para","188","75","183","Honeywell Gloves Model 858"
"8/1/2025","P-0263","licencja","154","102","148","Adobe Software 132"
"8/1/2025","P-0264","szt.","241","94","232","Petzl Helmets Model 570"
"8/1/2025","P-0265","szt.","26976","40","25322","REX Screws 462"
"8/1/2025","P-0266","szt.","158","77","153","Profim Office chairs Model 400"
"8/1/2025","P-0267","szt.","143","24","131","Mahle Filters Model 982"
"8/1/2025","P-0268","szt.","287","64","268","Milwaukee Tools 314"
"8/1/2025","P-0269","szt.","110","85","258","ABB Motors 671"
"8/1/2025","P-0270","szt.","71","21","67","DeWalt Tools Model 795"
"8/1/2025","P-0271","szt.","40","4","40","Honeywell Safety glasses Model 521"
"8/1/2025","P-0272","szt.","219","34","217","Stabilo Pens Model 680"
"8/1/2025","P-0273","L","1020","165","951","Castrol Oils 122L"
"8/1/2025","P-0274","L","227","203","219","Castrol Oils 486L"
"8/1/2025","P-0275","szt.","-4","60","96","Siemens Motors 640"
"8/1/2025","P-0276","szt.","311","90","451","HP Toner 941"
"8/1/2025","P-0277","szt.","50","15","92","3M Safety glasses Model 328"
"8/1/2025","P-0278","szt.","150","13","146","Profim Office chairs Model 207"
"8/1/2025","P-0279","para","34","14","33","Ansell Gloves Model 841"
"8/1/2025","P-0280","szt.","217","17","205","SKF Bearings Model 346"
"8/1/2025","P-0281","szt.","142","75","134","Bosch Tools 232"
"8/1/2025","P-0282","szt.","162","128","159","3M Safety glasses 493"
"8/1/2025","P-0283","szt.","347","70","338","3M Helmets Model 904"
"8/1/2025","P-0284","szt.","111","2","108","Makita Tools 223"
"8/1/2025","P-0285","szt.","130","28","127","Honeywell Safety glasses Model 260"
"8/1/2025","P-0286","szt.","202","58","195","Dell Monitors 193"
"8/1/2025","P-0287","szt.","204","29","198","Uvex Safety glasses Model 318"
"8/1/2025","P-0288","szt.","232","63","222","Portwest Workwear 617"
"8/1/2025","P-0289","szt.","107","10","102","Mahle Filters 723"
"8/1/2025","P-0290","op.","94","60","94","Navigator Paper Model 857"
"8/1/2025","P-0291","op.","422","40","409","Xerox Paper Model 916"
"8/1/2025","P-0292","L","482","165","444","Total Oils 688L"
"8/1/2025","P-0293","szt.","363","39","400","Brother Printers 701"
"8/1/2025","P-0294","szt.","72","38","117","Dell Monitors 345"
"8/1/2025","P-0295","szt.","178","7","167","NTN Bearings 237"
"8/1/2025","P-0296","szt.","174","111","173","Profim Office chairs Model 562"
"8/1/2025","P-0297","szt.","173","23","169","Uvex Safety glasses 432"
"8/1/2025","P-0298","op.","252","66","242","Navigator Paper Model 775"
"8/1/2025","P-0299","szt.","92","66","91","Helly Hansen Workwear Model 122"
"8/1/2025","P-0300","szt.","163","39","159","ABB Motors Model 154"
"8/1/2025","P-0301","szt.","221","80","205","Mann Filters 123"
"8/1/2025","P-0302","szt.","234","26","223","Mahle Filters Model 686"
"8/1/2025","P-0303","szt.","371","11","358","Stabilo Pens 561"
"8/1/2025","P-0304","szt.","279","56","258","Bosch Filters 223"
"8/1/2025","P-0305","szt.","183","21","178","Canon Printers 859"
"8/1/2025","P-0306","szt.","226","15","222","Xerox Toner 349"
"8/1/2025","P-0307","szt.","183","34","176","Brother Printers 638"
"8/1/2025","P-0308","szt.","284","10","277","IKEA Office chairs 279"
"8/1/2025","P-0309","szt.","285","80","278","Stabilo Pens 806"
"8/1/2025","P-0310","licencja","245","29","233","Microsoft Software 380"
"8/1/2025","P-0311","szt.","112","64","109","Brother Printers Model 576"
"8/1/2025","P-0312","szt.","244","13","224","Mann Filters 672"
"8/1/2025","P-0313","szt.","166","51","163","Brother Toner Model 723"
"8/1/2025","P-0314","szt.","280","124","267","Bosch Engine parts Model 283"
"8/1/2025","P-0315","szt.","41358","5","40129","Nowy Styl Office chairs Model 266"
"8/1/2025","P-0316","szt.","66","51","65","BIC Pens 221"
"8/1/2025","P-0317","szt.","146","48","136","NTN Bearings 224"
"8/1/2025","P-0318","licencja","230","33","218","Microsoft Software Model 749"
"8/1/2025","P-0319","szt.","83","83","203","Dell Monitors Model 855"
"8/1/2025","P-0320","szt.","313","62","297","Portwest Workwear Model 102"
"8/1/2025","P-0321","szt.","67","12","65","HP Printers Model 161"
"8/1/2025","P-0322","L","854","262","803","Castrol Oils 744L"
"8/1/2025","P-0323","szt.","63","14","63","SKF Bearings Model 701"
"8/1/2025","P-0324","szt.","151","12","147","Brother Toner Model 570"
"8/1/2025","P-0325","szt.","244","14","232","3M Safety glasses Model 497"
"8/1/2025","P-0326","szt.","254","87","242","Uvex Safety glasses 394"
"8/1/2025","P-0327","szt.","152","34","144","WEG Motors Model 109"
"8/1/2025","P-0328","szt.","164","14","159","Pepperl+Fuchs Sensors 724"
"8/1/2025","P-0329","szt.","107","100","260","Dell Laptops 765"
"8/1/2025","P-0330","szt.","149","49","146","LG Monitors 537"
"8/1/2025","P-0331","szt.","164","49","160","Dell Monitors Model 171"
"8/1/2025","P-0332","szt.","390","65","374","Xerox Toner 389"
"8/1/2025","P-0333","szt.","230","101","215","Siemens Sensors 799"
"8/1/2025","P-0334","szt.","155","70","151","Petzl Helmets Model 772"
"8/1/2025","P-0335","szt.","262","74","251","Helly Hansen Workwear Model 939"
"8/1/2025","P-0336","szt.","148","131","144","REX Screws 294"
"8/1/2025","P-0337","szt.","158","44","146","Gates Engine parts Model 645"
"8/1/2025","P-0338","szt.","131","50","126","Dell Monitors Model 106"
"8/1/2025","P-0339","szt.","238","132","227","ABB Motors 501"
"8/1/2025","P-0340","szt.","50","18","48","HP Toner Model 839"
"8/1/2025","P-0341","szt.","476","43","525","Profim Office chairs Model 501"
"8/1/2025","P-0342","szt.","46","34","42","Bosch Filters 532"
"8/1/2025","P-0343","szt.","106","17","100","3M Helmets 439"
"8/1/2025","P-0344","szt.","621","99","586","Mahle Filters Model 459"
"8/1/2025","P-0345","szt.","219","84","212","Dell Monitors Model 325"
"8/1/2025","P-0346","szt.","103","56","92","Bosch Filters Model 779"
"8/1/2025","P-0347","szt.","206","80","192","Pepperl+Fuchs Sensors Model 474"
"8/1/2025","P-0348","szt.","134","63","133","Helly Hansen Workwear Model 871"
"8/1/2025","P-0349","op.","140","1","135","Xerox Paper Model 308"
"8/1/2025","P-0350","szt.","327","88","238","Pepperl+Fuchs Sensors 215"
"9/1/2025","P-0001","szt.","184","42","181","HP Laptops Model 298"
"9/1/2025","P-0002","op.","201","29","195","Navigator Paper 643 op."
"9/1/2025","P-0003","op.","168","129","164","Papyrus Paper Model 522"
"9/1/2025","P-0004","szt.","54","54","113","Bosch Tools Model 429"
"9/1/2025","P-0005","szt.","183","81","175","Uvex Safety glasses 779"
"9/1/2025","P-0006","szt.","588","90","544","Siemens Sensors Model 208"
"9/1/2025","P-0007","szt.","72","61","182","Samsung Monitors Model 944"
"9/1/2025","P-0008","szt.","219","104","211","SKF Bearings Model 874"
"9/1/2025","P-0009","szt.","150","30","147","Honeywell Safety glasses Model 232"
"9/1/2025","P-0010","szt.","266","117","251","Sachs Engine parts 450"
"9/1/2025","P-0011","L","346","85","330","Total Oils 819L"
"9/1/2025","P-0012","szt.","435","180","422","BIC Pens 163"
"9/1/2025","P-0013","szt.","41","27","40","Honeywell Safety glasses 887"
"9/1/2025","P-0014","szt.","196","62","186","Milwaukee Tools 443"
"9/1/2025","P-0015","szt.","223","50","218","BIC Pens 103"
"9/1/2025","P-0016","szt.","30562","21","28710","DeWalt Tools 515"
"9/1/2025","P-0017","licencja","219","45","206","Microsoft Software 999"
"9/1/2025","P-0018","szt.","145","16","137","Siemens Motors 796"
"9/1/2025","P-0019","licencja","138","1","131","Adobe Software 759"
"9/1/2025","P-0020","szt.","133","7","129","3M Helmets 338"
"9/1/2025","P-0021","para","153","44","148","Uvex Gloves Model 145"
"9/1/2025","P-0022","para","36","12","36","Honeywell Gloves Model 259"
"9/1/2025","P-0023","szt.","34","2","29","Mahle Filters 477"
"9/1/2025","P-0024","szt.","125","65","92","Xerox Toner 151"
"9/1/2025","P-0025","szt.","135","63","130","BIC Pens Model 740"
"9/1/2025","P-0026","szt.","118","53","113","Gates Engine parts 379"
"9/1/2025","P-0027","szt.","152","50","241","IKEA Office chairs Model 477"
"9/1/2025","P-0028","szt.","293","103","199","Wurth Screws 413"
"9/1/2025","P-0029","szt.","184","12","171","Bosch Engine parts Model 132"
"9/1/2025","P-0030","op.","284","80","276","Xerox Paper 153 op."
"9/1/2025","P-0031","szt.","248","85","406","Portwest Workwear Model 390"
"9/1/2025","P-0032","szt.","175","52","161","Gates Engine parts Model 115"
"9/1/2025","P-0033","szt.","317","84","309","Helly Hansen Workwear Model 267"
"9/1/2025","P-0034","op.","103","49","96","Navigator Paper 836 op."
"9/1/2025","P-0035","szt.","155","24","151","Nowy Styl Office chairs 420"
"9/1/2025","P-0036","szt.","344","3","336","Lenovo Laptops 221"
"9/1/2025","P-0037","szt.","365","79","340","Mann Filters 571"
"9/1/2025","P-0038","szt.","136","90","129","REX Screws Model 266"
"9/1/2025","P-0039","szt.","120","25","110","Dell Monitors Model 664"
"9/1/2025","P-0040","szt.","202","21","190","Dell Laptops 886"
"9/1/2025","P-0041","szt.","230","52","218","Mahle Filters 384"
"9/1/2025","P-0042","licencja","142","83","139","Microsoft Software Model 985"
"9/1/2025","P-0043","para","297","90","284","Honeywell Gloves Model 797"
"9/1/2025","P-0044","szt.","265","10","248","NTN Bearings 355"
"9/1/2025","P-0045","szt.","101","45","94","Sachs Engine parts Model 494"
"9/1/2025","P-0046","szt.","104","58","94","DeWalt Tools 590"
"9/1/2025","P-0047","szt.","193","45","189","Siemens Sensors Model 475"
"9/1/2025","P-0048","szt.","127","51","199","BIC Pens Model 308"
"9/1/2025","P-0049","szt.","91","55","85","Sachs Engine parts 231"
"9/1/2025","P-0050","szt.","244","73","235","Portwest Workwear 502"
"9/1/2025","P-0051","szt.","217","13","208","Brother Printers 174"
"9/1/2025","P-0052","szt.","154","49","147","LG Monitors 200"
"9/1/2025","P-0053","szt.","226","31","219","Brother Toner Model 588"
"9/1/2025","P-0054","szt.","109","94","106","SKF Bearings Model 107"
"9/1/2025","P-0055","szt.","58","26","55","Mann Filters Model 376"
"9/1/2025","P-0056","szt.","309","29","301","Xerox Toner Model 540"
"9/1/2025","P-0057","szt.","267","87","260","Uvex Safety glasses 501"
"9/1/2025","P-0058","szt.","338","9","328","Xerox Toner 562"
"9/1/2025","P-0059","szt.","230","59","226","Stabilo Pens Model 330"
"9/1/2025","P-0060","szt.","255","77","251","Stabilo Pens 199"
"9/1/2025","P-0061","szt.","14441","40","13640","SKF Bearings 305"
"9/1/2025","P-0062","szt.","220","64","217","Xerox Toner 651"
"9/1/2025","P-0063","szt.","181","39","174","Ardon Workwear 121"
"9/1/2025","P-0064","szt.","224","54","219","HP Printers 275"
"9/1/2025","P-0065","szt.","60","33","57","3M Helmets 818"
"9/1/2025","P-0066","op.","16386","1","15857","Xerox Paper Model 244"
"9/1/2025","P-0067","szt.","181","115","166","Bosch Engine parts 487"
"9/1/2025","P-0068","szt.","182","68","171","Wurth Screws 207"
"9/1/2025","P-0069","szt.","202","102","184","Makita Tools Model 462"
"9/1/2025","P-0070","szt.","121","38","113","Siemens Sensors 515"
"9/1/2025","P-0071","szt.","252","17","265","Samsung Monitors Model 493"
"9/1/2025","P-0072","szt.","116","70","115","BIC Pens Model 714"
"9/1/2025","P-0073","op.","215","57","211","Papyrus Paper Model 828"
"9/1/2025","P-0074","L","952","117","896","Mobil Oils 514L"
"9/1/2025","P-0075","para","250","77","242","Ansell Gloves Rękawice 979"
"9/1/2025","P-0076","szt.","162","20","155","NTN Bearings 636"
"9/1/2025","P-0077","szt.","133","38","128","Milwaukee Tools 349"
"9/1/2025","P-0078","szt.","260","67","251","HP Printers 417"
"9/1/2025","P-0079","szt.","124","35","121","3M Safety glasses 207"
"9/1/2025","P-0080","szt.","493","99","455","Mann Filters 324"
"9/1/2025","P-0081","szt.","194","33","190","3M Helmets 757"
"9/1/2025","P-0082","szt.","30","24","30","Makita Tools 948"
"9/1/2025","P-0083","szt.","122","19","118","FAG Bearings Model 446"
"9/1/2025","P-0084","szt.","306","46","293","HP Laptops 171"
"9/1/2025","P-0085","szt.","282","127","273","Canon Printers Model 247"
"9/1/2025","P-0086","szt.","186","139","181","Siemens Motors 957"
"9/1/2025","P-0087","szt.","104","79","98","Asus Laptops 814"
"9/1/2025","P-0088","op.","218","1","208","Papyrus Paper 539 op."
"9/1/2025","P-0089","szt.","70","13","69","Brother Printers 286"
"9/1/2025","P-0090","szt.","265","67","252","Bosch Engine parts 339"
"9/1/2025","P-0091","szt.","102","27","96","Dell Laptops Model 530"
"9/1/2025","P-0092","szt.","88","13","87","Canon Printers 771"
"9/1/2025","P-0093","szt.","191","98","177","Bosch Filters 887"
"9/1/2025","P-0094","szt.","74","11","69","NTN Bearings Model 142"
"9/1/2025","P-0095","licencja","197","34","189","Microsoft Software Model 978"
"9/1/2025","P-0096","licencja","214","21","207","Adobe Software Model 534"
"9/1/2025","P-0097","licencja","141","84","137","Microsoft Software 656"
"9/1/2025","P-0098","szt.","276","79","269","Xerox Toner Model 461"
"9/1/2025","P-0099","szt.","69","9","64","NTN Bearings 561"
"9/1/2025","P-0100","szt.","227","102","219","Samsung Monitors Model 937"
"9/1/2025","P-0101","szt.","145","95","272","Lenovo Laptops Model 847"
"9/1/2025","P-0102","szt.","197","62","185","Bosch Engine parts 699"
"9/1/2025","P-0103","szt.","201","3","187","Mahle Filters 613"
"9/1/2025","P-0104","szt.","89","56","87","Brother Toner 350"
"9/1/2025","P-0105","szt.","75","20","72","Sachs Engine parts Model 961"
"9/1/2025","P-0106","szt.","114","108","108","Milwaukee Tools 577"
"9/1/2025","P-0107","szt.","123","30","118","Petzl Helmets 262"
"9/1/2025","P-0108","szt.","129","45","124","Mahle Filters 440"
"9/1/2025","P-0109","szt.","61","16","57","Siemens Motors 555"
"9/1/2025","P-0110","szt.","224","101","210","Siemens Sensors Model 227"
"9/1/2025","P-0111","szt.","77","32","76","Stabilo Pens Model 371"
"9/1/2025","P-0112","szt.","226","12","210","Mahle Filters Model 774"
"9/1/2025","P-0113","szt.","284","75","273","3M Helmets 708"
"9/1/2025","P-0114","szt.","346","94","334","Brother Toner 137"
"9/1/2025","P-0115","para","61","36","111","Honeywell Gloves Model 902"
"9/1/2025","P-0116","op.","142","14","138","Papyrus Paper 886 op."
"9/1/2025","P-0117","szt.","199","8","188","REX Screws Model 988"
"9/1/2025","P-0118","szt.","92","27","89","HP Printers 478"
"9/1/2025","P-0119","szt.","62","8","61","Stabilo Pens Model 829"
"9/1/2025","P-0120","szt.","210","50","203","HP Printers 352"
"9/1/2025","P-0121","para","210","5","204","Honeywell Gloves Rękawice 282"
"9/1/2025","P-0122","szt.","342","88","326","Canon Printers 361"
"9/1/2025","P-0123","para","338","92","332","Ansell Gloves Model 483"
"9/1/2025","P-0124","szt.","170","67","165","Profim Office chairs Model 193"
"9/1/2025","P-0125","szt.","117","76","114","Profim Office chairs 680"
"9/1/2025","P-0126","szt.","206","106","196","Bosch Engine parts Model 267"
"9/1/2025","P-0127","szt.","207","42","198","Wurth Screws Model 509"
"9/1/2025","P-0128","szt.","86","67","161","Brother Printers Model 125"
"9/1/2025","P-0129","op.","56","40","56","Xerox Paper 768 op."
"9/1/2025","P-0130","szt.","238","1","224","NTN Bearings Model 625"
"9/1/2025","P-0131","L","43735","22","41154","Castrol Oils 773L"
"9/1/2025","P-0132","szt.","207","44","199","IKEA Office chairs Model 453"
"9/1/2025","P-0133","para","18714","15","17990","Honeywell Gloves Rękawice 20"
"9/1/2025","P-0134","szt.","234","39","227","HP Laptops 911"
"9/1/2025","P-0135","op.","167","34","212","Navigator Paper Model 150"
"9/1/2025","P-0136","szt.","100","66","99","Makita Tools Model 634"
"9/1/2025","P-0137","szt.","109","52","104","Asus Laptops Model 998"
"9/1/2025","P-0138","op.","180","53","171","Xerox Paper Model 217"
"9/1/2025","P-0139","szt.","115","2","106","Wurth Screws Model 872"
"9/1/2025","P-0140","szt.","142","43","138","HP Toner 893"
"9/1/2025","P-0141","szt.","21468","45","20597","LG Monitors 766"
"9/1/2025","P-0142","szt.","182","52","174","Gates Engine parts Model 699"
"9/1/2025","P-0143","szt.","122","86","120","Xerox Toner Model 502"
"9/1/2025","P-0144","L","809","163","766","Shell Oils 259L"
"9/1/2025","P-0145","szt.","251","15","231","ABB Motors Model 367"
"9/1/2025","P-0146","szt.","222","33","217","IKEA Office chairs 642"
"9/1/2025","P-0147","szt.","103","1","100","BIC Pens 969"
"9/1/2025","P-0148","szt.","142","52","133","REX Screws Model 462"
"9/1/2025","P-0149","szt.","304","104","299","Helly Hansen Workwear 802"
"9/1/2025","P-0150","szt.","125","35","125","Dell Laptops Model 717"
"9/1/2025","P-0151","szt.","331","120","313","Portwest Workwear 229"
"9/1/2025","P-0152","szt.","196","35","192","DeWalt Tools 121"
"9/1/2025","P-0153","szt.","122","65","219","Makita Tools Model 626"
"9/1/2025","P-0154","szt.","284","103","275","Portwest Workwear Model 180"
"9/1/2025","P-0155","szt.","56","13","53","ABB Motors Model 536"
"9/1/2025","P-0156","szt.","141","92","132","Milwaukee Tools 450"
"9/1/2025","P-0157","L","930","136","882","Shell Oils 971L"
"9/1/2025","P-0158","licencja","237","62","230","Microsoft Software 934"
"9/1/2025","P-0159","szt.","116","64","114","Nowy Styl Office chairs Model 309"
"9/1/2025","P-0160","szt.","204","135","196","Honeywell Safety glasses Model 389"
"9/1/2025","P-0161","szt.","233","46","221","Mahle Filters Model 612"
"9/1/2025","P-0162","szt.","147","134","143","HP Laptops Model 453"
"9/1/2025","P-0163","szt.","120","13","118","HP Toner 779"
"9/1/2025","P-0164","szt.","249","102","236","Bosch Filters Model 838"
"9/1/2025","P-0165","szt.","190","44","187","LG Monitors 668"
"9/1/2025","P-0166","para","112","54","107","Uvex Gloves Model 123"
"9/1/2025","P-0167","szt.","112","3","108","Profim Office chairs 367"
"9/1/2025","P-0168","szt.","178","22","175","Dell Monitors 143"
"9/1/2025","P-0169","szt.","289","75","270","SICK Sensors Model 536"
"9/1/2025","P-0170","szt.","92","75","91","DeWalt Tools 112"
"9/1/2025","P-0171","L","258","230","246","Castrol Oils 702L"
"9/1/2025","P-0172","szt.","281","14","269","HP Toner 159"
"9/1/2025","P-0173","L","963","161","909","Total Oils 428L"
"9/1/2025","P-0174","szt.","227","75","345","Makita Tools Model 673"
"9/1/2025","P-0175","szt.","71","48","68","Xerox Toner 830"
"9/1/2025","P-0176","szt.","120","43","117","IKEA Office chairs 857"
"9/1/2025","P-0177","szt.","97","94","96","Portwest Workwear Model 185"
"9/1/2025","P-0178","szt.","357","100","344","Milwaukee Tools Model 960"
"9/1/2025","P-0179","szt.","176","33","169","Canon Printers 347"
"9/1/2025","P-0180","op.","200","22","196","Xerox Paper Model 793"
"9/1/2025","P-0181","szt.","181","68","171","LG Monitors 907"
